name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,review_url,duration_min,type
To Rome With Love,2012,R,1h 52min,Comedy; Music; Romance; ,6 July 2012 (USA),6.3,82764,180,https://www.imdb.com/title/tt1859650/reviews/_ajax?ref_=undefined&paginationKey=,112,Comedy
Crazy Heart,2009,R,1h 52min,Drama; Music; Romance; ,5 February 2010 (USA),7.2,82500,248,https://www.imdb.com/title/tt1263670/reviews/_ajax?ref_=undefined&paginationKey=,112,Drama
Sing Street,2016,PG-13,1h 46min,Comedy; Drama; Music; ,17 March 2016 (Ireland),7.9,81933,196,https://www.imdb.com/title/tt3544112/reviews/_ajax?ref_=undefined&paginationKey=,106,Comedy
The Doors,1991,R,2h 20min,Biography; Drama; Music; ,1 March 1991 (USA),7.2,81792,243,https://www.imdb.com/title/tt0101761/reviews/_ajax?ref_=undefined&paginationKey=,140,Biography
La Vie En Rose,2007,PG-13,2h 20min,Biography; Drama; Music; ,20 July 2007 (USA),7.6,80970,247,https://www.imdb.com/title/tt0450188/reviews/_ajax?ref_=undefined&paginationKey=,140,Biography
The Last Song,2010,PG,1h 47min,Drama; Music; Romance; ,31 March 2010 (USA),6.0,79196,207,https://www.imdb.com/title/tt1294226/reviews/_ajax?ref_=undefined&paginationKey=,107,Drama
Step Up 2: The Streets,2008,PG-13,1h 38min,Drama; Music; Romance; ,14 February 2008 (USA),6.2,78573,114,https://www.imdb.com/title/tt1023481/reviews/_ajax?ref_=undefined&paginationKey=,98,Drama
The Piano,1993,R,2h 1min,Drama; Music; Romance; ,11 February 1994 (USA),7.6,76889,269,https://www.imdb.com/title/tt0107822/reviews/_ajax?ref_=undefined&paginationKey=,121,Drama
Burlesque,2010,PG-13,1h 59min,Drama; Music; ,24 November 2010 (USA),6.4,76164,252,https://www.imdb.com/title/tt1126591/reviews/_ajax?ref_=undefined&paginationKey=,119,Drama
Frank,2014,R,1h 35min,Comedy; Drama; Music; ,5 September 2014 (USA),7.0,73451,146,https://www.imdb.com/title/tt1605717/reviews/_ajax?ref_=undefined&paginationKey=,95,Comedy
Youth,2015,R,2h 4min,Comedy; Drama; Music; ,4 December 2015 (USA),7.3,69311,164,https://www.imdb.com/title/tt3312830/reviews/_ajax?ref_=undefined&paginationKey=,124,Comedy
Saturday Night Fever,1977,R,1h 58min,Drama; Music; ,16 December 1977 (USA),6.8,68890,254,https://www.imdb.com/title/tt0076666/reviews/_ajax?ref_=undefined&paginationKey=,118,Drama
Footloose,1984,PG,1h 47min,Drama; Music; Romance; ,17 February 1984 (USA),6.6,67658,141,https://www.imdb.com/title/tt0087277/reviews/_ajax?ref_=undefined&paginationKey=,107,Drama
Dreamgirls,2006,PG-13,2h 10min,Drama; Music; ,25 December 2006 (USA),6.5,67216,528,https://www.imdb.com/title/tt0443489/reviews/_ajax?ref_=undefined&paginationKey=,130,Drama
Walk Hard: The Dewey Cox Story,2007,R,1h 36min,Comedy; Drama; Music; ,21 December 2007 (USA),6.8,65673,226,https://www.imdb.com/title/tt0841046/reviews/_ajax?ref_=undefined&paginationKey=,96,Comedy
That Thing You Do!,1996,PG,1h 48min,Comedy; Drama; Music; ,4 October 1996 (USA),6.9,60721,228,https://www.imdb.com/title/tt0117887/reviews/_ajax?ref_=undefined&paginationKey=,108,Comedy
Control,2007,R,2h 2min,Biography; Drama; Music; ,26 September 2007 (France),7.7,60379,156,https://www.imdb.com/title/tt0421082/reviews/_ajax?ref_=undefined&paginationKey=,122,Biography
Black Snake Moan,2006,R,1h 56min,Drama; Music; ,2 March 2007 (USA),6.9,60135,224,https://www.imdb.com/title/tt0462200/reviews/_ajax?ref_=undefined&paginationKey=,116,Drama
Coffee and Cigarettes,2003,R,1h 35min,Comedy; Drama; Music; ,11 June 2004 (USA),7.1,58500,178,https://www.imdb.com/title/tt0379217/reviews/_ajax?ref_=undefined&paginationKey=,95,Comedy
Top Secret!,1984,PG,1h 30min,Comedy; Music; ,8 June 1984 (USA),7.2,58341,180,https://www.imdb.com/title/tt0088286/reviews/_ajax?ref_=undefined&paginationKey=,90,Comedy
The Legend of 1900,1998,R,2h 49min,Drama; Music; Romance; ,28 October 1998 (Italy),8.1,56898,276,https://www.imdb.com/title/tt0120731/reviews/_ajax?ref_=undefined&paginationKey=,169,Drama
Save the Last Dance,2001,PG-13,1h 52min,Drama; Music; Romance; ,12 January 2001 (USA),6.2,56061,325,https://www.imdb.com/title/tt0206275/reviews/_ajax?ref_=undefined&paginationKey=,112,Drama
A Night at the Roxbury,1998,PG-13,1h 22min,Comedy; Music; Romance; ,2 October 1998 (USA),6.3,55885,254,https://www.imdb.com/title/tt0120770/reviews/_ajax?ref_=undefined&paginationKey=,82,Comedy
The Chorus,2004,PG-13,1h 37min,Drama; Music; ,17 March 2004 (France),7.9,55837,124,https://www.imdb.com/title/tt0372824/reviews/_ajax?ref_=undefined&paginationKey=,97,Drama
I'm Not There,2007,R,2h 15min,Biography; Drama; Music; ,7 December 2007 (USA),6.9,55709,238,https://www.imdb.com/title/tt0368794/reviews/_ajax?ref_=undefined&paginationKey=,135,Biography
Pitch Perfect 3,2017,PG-13,1h 33min,Comedy; Music; ,22 December 2017 (USA),5.8,52949,174,https://www.imdb.com/title/tt4765284/reviews/_ajax?ref_=undefined&paginationKey=,93,Comedy
Popstar: Never Stop Never Stopping,2016,R,1h 27min,Comedy; Music; ,3 June 2016 (USA),6.7,52196,140,https://www.imdb.com/title/tt3960412/reviews/_ajax?ref_=undefined&paginationKey=,87,Comedy
Magic Mike XXL,2015,R,1h 55min,Comedy; Drama; Music; ,1 July 2015 (USA),5.6,50888,143,https://www.imdb.com/title/tt2268016/reviews/_ajax?ref_=undefined&paginationKey=,115,Comedy
The Soloist,2009,PG-13,1h 57min,Biography; Drama; Music; ,24 April 2009 (USA),6.7,50593,156,https://www.imdb.com/title/tt0821642/reviews/_ajax?ref_=undefined&paginationKey=,117,Biography
Shine,1996,PG-13,1h 45min,Biography; Drama; Music; ,14 February 1997 (USA),7.7,50286,117,https://www.imdb.com/title/tt0117631/reviews/_ajax?ref_=undefined&paginationKey=,105,Biography
The Producers,1967,PG,1h 28min,Comedy; Music; ,10 November 1968 (USA),7.6,48678,263,https://www.imdb.com/title/tt0063462/reviews/_ajax?ref_=undefined&paginationKey=,88,Comedy
Empire Records,1995,PG-13,1h 30min,Comedy; Drama; Music; ,20 October 1995 (USA),6.7,48158,291,https://www.imdb.com/title/tt0112950/reviews/_ajax?ref_=undefined&paginationKey=,90,Comedy
Departures,2008,PG-13,2h 10min,Drama; Music; ,19 June 2009 (USA),8.1,47355,150,https://www.imdb.com/title/tt1069238/reviews/_ajax?ref_=undefined&paginationKey=,130,Drama
Flashdance,1983,R,1h 35min,Drama; Music; Romance; ,15 April 1983 (USA),6.2,46132,154,https://www.imdb.com/title/tt0085549/reviews/_ajax?ref_=undefined&paginationKey=,95,Drama
The Runaways,2010,R,1h 46min,Biography; Drama; Music; ,8 April 2010 (Malaysia),6.5,45492,138,https://www.imdb.com/title/tt1017451/reviews/_ajax?ref_=undefined&paginationKey=,106,Biography
"The Adventures of Priscilla, Queen of the Desert",1994,R,1h 44min,Comedy; Music; ,10 August 1994 (USA),7.4,45319,150,https://www.imdb.com/title/tt0109045/reviews/_ajax?ref_=undefined&paginationKey=,104,Comedy
Footloose,2011,PG-13,1h 53min,Comedy; Drama; Music; ,14 October 2011 (USA),5.9,45304,146,https://www.imdb.com/title/tt1068242/reviews/_ajax?ref_=undefined&paginationKey=,113,Comedy
Climax,2018,R,1h 37min,Drama; Horror; Music; ,19 September 2018 (France),7.1,45193,352,https://www.imdb.com/title/tt8359848/reviews/_ajax?ref_=undefined&paginationKey=,97,Drama
Honey,2003,PG-13,1h 34min,Drama; Music; Romance; ,5 December 2003 (USA),5.4,42673,144,https://www.imdb.com/title/tt0322589/reviews/_ajax?ref_=undefined&paginationKey=,94,Drama
Shall We Dance,2004,PG-13,1h 46min,Comedy; Drama; Music; ,15 October 2004 (USA),6.1,42622,221,https://www.imdb.com/title/tt0358135/reviews/_ajax?ref_=undefined&paginationKey=,106,Comedy
Rab Ne Bana Di Jodi,2008,Not Rated,2h 47min,Comedy; Drama; Music; ,12 December 2008 (USA),7.2,42474,147,https://www.imdb.com/title/tt1182937/reviews/_ajax?ref_=undefined&paginationKey=,167,Comedy
Rock Star,2001,R,1h 45min,Drama; Music; ,7 September 2001 (USA),6.3,40198,197,https://www.imdb.com/title/tt0202470/reviews/_ajax?ref_=undefined&paginationKey=,105,Drama
The Double Life of Véronique,1991,R,1h 38min,Drama; Fantasy; Music; ,22 November 1991 (USA),7.8,39948,125,https://www.imdb.com/title/tt0101765/reviews/_ajax?ref_=undefined&paginationKey=,98,Drama
Behind The Candelabra,2013,TV-MA,1h 58min,Biography; Drama; Music; ,7 June 2013 (UK),7.0,39655,171,https://www.imdb.com/title/tt1291580/reviews/_ajax?ref_=undefined&paginationKey=,118,Biography
A Hard Day's Night,1964,G,1h 27min,Comedy; Music; ,7 July 1964 (UK),7.6,39081,246,https://www.imdb.com/title/tt0058182/reviews/_ajax?ref_=undefined&paginationKey=,87,Comedy
Hustle & Flow,2005,R,1h 56min,Crime; Drama; Music; ,22 July 2005 (USA),7.3,38021,212,https://www.imdb.com/title/tt0410097/reviews/_ajax?ref_=undefined&paginationKey=,116,Crime
Rockstar,2011,Not Rated,2h 39min,Drama; Music; ,11 November 2011 (USA),7.7,37740,168,https://www.imdb.com/title/tt1839596/reviews/_ajax?ref_=undefined&paginationKey=,159,Drama
The Rocker,2008,PG-13,1h 42min,Comedy; Music; ,20 August 2008 (USA),6.2,36300,112,https://www.imdb.com/title/tt1031969/reviews/_ajax?ref_=undefined&paginationKey=,102,Comedy
Love & Mercy,2014,PG-13,2h 1min,Biography; Drama; Music; ,19 June 2015 (USA),7.4,34933,160,https://www.imdb.com/title/tt0903657/reviews/_ajax?ref_=undefined&paginationKey=,121,Biography
Mr. Holland's Opus,1995,PG,2h 23min,Drama; Music; ,19 January 1996 (USA),7.3,34755,172,https://www.imdb.com/title/tt0113862/reviews/_ajax?ref_=undefined&paginationKey=,143,Drama
Detroit Rock City,1999,R,1h 35min,Comedy; Music; ,13 August 1999 (USA),6.9,34741,197,https://www.imdb.com/title/tt0165710/reviews/_ajax?ref_=undefined&paginationKey=,95,Comedy
Velvet Goldmine,1998,R,1h 58min,Drama; Music; ,23 October 1998 (UK),7.0,33100,324,https://www.imdb.com/title/tt0120879/reviews/_ajax?ref_=undefined&paginationKey=,118,Drama
Happy New Year,2014,Not Rated,3h,Action; Comedy; Music; ,24 October 2014 (USA),5.0,33033,227,https://www.imdb.com/title/tt2461132/reviews/_ajax?ref_=undefined&paginationKey=,180,Action
Spice World,1997,PG,1h 33min,Comedy; Music; ,23 January 1998 (USA),3.5,32688,266,https://www.imdb.com/title/tt0120185/reviews/_ajax?ref_=undefined&paginationKey=,93,Comedy
Captain Corelli's Mandolin,2001,R,2h 11min,Drama; Music; Romance; ,17 August 2001 (USA),5.9,32402,218,https://www.imdb.com/title/tt0238112/reviews/_ajax?ref_=undefined&paginationKey=,131,Drama
Jersey Boys,2014,R,2h 14min,Biography; Drama; Music; ,20 June 2014 (USA),6.8,32133,221,https://www.imdb.com/title/tt1742044/reviews/_ajax?ref_=undefined&paginationKey=,134,Biography
Sweet and Lowdown,1999,PG-13,1h 35min,Comedy; Drama; Music; ,10 March 2000 (USA),7.2,31584,144,https://www.imdb.com/title/tt0158371/reviews/_ajax?ref_=undefined&paginationKey=,95,Comedy
The Commitments,1991,R,1h 58min,Comedy; Drama; Music; ,13 September 1991 (USA),7.6,31338,117,https://www.imdb.com/title/tt0101605/reviews/_ajax?ref_=undefined&paginationKey=,118,Comedy
Hedwig and the Angry Inch,2001,R,1h 35min,Comedy; Drama; Music; ,31 August 2001 (USA),7.7,31272,236,https://www.imdb.com/title/tt0248845/reviews/_ajax?ref_=undefined&paginationKey=,95,Comedy
The Red Violin,1998,R,2h 10min,Drama; Music; Mystery; ,11 June 1999 (USA),7.6,31107,263,https://www.imdb.com/title/tt0120802/reviews/_ajax?ref_=undefined&paginationKey=,130,Drama
54,1998,R,1h 33min,Drama; Music; ,28 August 1998 (USA),5.9,31071,194,https://www.imdb.com/title/tt0120577/reviews/_ajax?ref_=undefined&paginationKey=,93,Drama
WALL·E,2008,G,1h 38min,Animation; Adventure; ,27 June 2008 (USA),8.4,967917,1268,https://www.imdb.com/title/tt0910970/reviews/_ajax?ref_=undefined&paginationKey=,98,Animation
Finding Nemo,2003,G,1h 40min,Animation; Adventure; Comedy; ,30 May 2003 (USA),8.1,922080,968,https://www.imdb.com/title/tt0266543/reviews/_ajax?ref_=undefined&paginationKey=,100,Animation
Up,2009,PG,1h 36min,Animation; Adventure; Comedy; ,29 May 2009 (USA),8.2,905044,891,https://www.imdb.com/title/tt1049413/reviews/_ajax?ref_=undefined&paginationKey=,96,Animation
Toy Story,1995,G,1h 21min,Animation; Adventure; Comedy; ,22 November 1995 (USA),8.3,858215,606,https://www.imdb.com/title/tt0114709/reviews/_ajax?ref_=undefined&paginationKey=,81,Animation
"Monsters, Inc.",2001,G,1h 32min,Animation; Adventure; Comedy; ,2 November 2001 (USA),8.0,789773,680,https://www.imdb.com/title/tt0198781/reviews/_ajax?ref_=undefined&paginationKey=,92,Animation
Toy Story 3,2010,G,1h 43min,Animation; Adventure; Comedy; ,18 June 2010 (USA),8.3,734948,884,https://www.imdb.com/title/tt0435761/reviews/_ajax?ref_=undefined&paginationKey=,103,Animation
How to Train Your Dragon,2010,PG,1h 38min,Animation; Action; Adventure; ,26 March 2010 (USA),8.1,647266,626,https://www.imdb.com/title/tt0892769/reviews/_ajax?ref_=undefined&paginationKey=,98,Animation
The Incredibles,2004,PG,1h 55min,Animation; Action; Adventure; ,5 November 2004 (USA),8.0,638952,946,https://www.imdb.com/title/tt0317705/reviews/_ajax?ref_=undefined&paginationKey=,115,Animation
Ratatouille,2007,G,1h 51min,Animation; Adventure; Comedy; ,29 June 2007 (USA),8.0,620375,741,https://www.imdb.com/title/tt0382932/reviews/_ajax?ref_=undefined&paginationKey=,111,Animation
Spirited Away,2001,PG,2h 5min,Animation; Adventure; ,28 March 2003 (USA),8.6,618550,1287,https://www.imdb.com/title/tt0245429/reviews/_ajax?ref_=undefined&paginationKey=,125,Animation
Shrek,2001,PG,1h 30min,Animation; Adventure; Comedy; ,18 May 2001 (USA),7.8,596499,1062,https://www.imdb.com/title/tt0126029/reviews/_ajax?ref_=undefined&paginationKey=,90,Animation
Inside Out,2015,PG,1h 35min,Animation; Adventure; Comedy; ,19 June 2015 (USA),8.1,586923,1027,https://www.imdb.com/title/tt2096673/reviews/_ajax?ref_=undefined&paginationKey=,95,Animation
Frozen,2013,PG,1h 42min,Animation; Adventure; Comedy; ,27 November 2013 (USA),7.4,557241,1109,https://www.imdb.com/title/tt2294629/reviews/_ajax?ref_=undefined&paginationKey=,102,Animation
Toy Story 2,1999,G,1h 32min,Animation; Adventure; Comedy; ,24 November 1999 (USA),7.9,511239,611,https://www.imdb.com/title/tt0120363/reviews/_ajax?ref_=undefined&paginationKey=,92,Animation
Despicable Me,2010,PG,1h 35min,Animation; Comedy; ,9 July 2010 (USA),7.6,488575,359,https://www.imdb.com/title/tt1323594/reviews/_ajax?ref_=undefined&paginationKey=,95,Animation
Ice Age,2002,PG,1h 21min,Animation; Adventure; Comedy; ,15 March 2002 (USA),7.5,428802,491,https://www.imdb.com/title/tt0268380/reviews/_ajax?ref_=undefined&paginationKey=,81,Animation
Zootopia,2016,PG,1h 48min,Animation; Adventure; Comedy; ,4 March 2016 (USA),8.0,417226,710,https://www.imdb.com/title/tt2948356/reviews/_ajax?ref_=undefined&paginationKey=,108,Animation
Beauty and the Beast,1991,G,1h 24min,Animation; Fantasy; ,22 November 1991 (USA),8.0,408618,433,https://www.imdb.com/title/tt0101414/reviews/_ajax?ref_=undefined&paginationKey=,84,Animation
Shrek 2,2004,PG,1h 33min,Animation; Adventure; Comedy; ,19 May 2004 (USA),7.2,407523,542,https://www.imdb.com/title/tt0298148/reviews/_ajax?ref_=undefined&paginationKey=,93,Animation
Kung Fu Panda,2008,PG,1h 32min,Animation; Action; Adventure; ,6 June 2008 (USA),7.5,406720,425,https://www.imdb.com/title/tt0441773/reviews/_ajax?ref_=undefined&paginationKey=,92,Animation
Big Hero 6,2014,PG,1h 42min,Animation; Action; Adventure; ,7 November 2014 (USA),7.8,398088,557,https://www.imdb.com/title/tt2245084/reviews/_ajax?ref_=undefined&paginationKey=,102,Animation
Tangled,2010,PG,1h 40min,Animation; Adventure; Comedy; ,24 November 2010 (USA),7.7,393285,489,https://www.imdb.com/title/tt0398286/reviews/_ajax?ref_=undefined&paginationKey=,100,Animation
Wreck-It Ralph,2012,PG,1h 41min,Animation; Adventure; Comedy; ,2 November 2012 (USA),7.7,369053,443,https://www.imdb.com/title/tt1772341/reviews/_ajax?ref_=undefined&paginationKey=,101,Animation
Brave,2012,PG,1h 33min,Animation; Adventure; Comedy; ,22 June 2012 (USA),7.1,361913,515,https://www.imdb.com/title/tt1217209/reviews/_ajax?ref_=undefined&paginationKey=,93,Animation
Despicable Me 2,2013,PG,1h 38min,Animation; Adventure; Comedy; ,3 July 2013 (USA),7.3,361388,321,https://www.imdb.com/title/tt1690953/reviews/_ajax?ref_=undefined&paginationKey=,98,Animation
Aladdin,1992,G,1h 30min,Animation; Adventure; Comedy; ,25 November 1992 (USA),8.0,360969,330,https://www.imdb.com/title/tt0103639/reviews/_ajax?ref_=undefined&paginationKey=,90,Animation
Madagascar,2005,PG,1h 26min,Animation; Adventure; Comedy; ,27 May 2005 (USA),6.9,355365,420,https://www.imdb.com/title/tt0351283/reviews/_ajax?ref_=undefined&paginationKey=,86,Animation
Cars,2006,G,1h 57min,Animation; Comedy; ,9 June 2006 (USA),7.1,354991,663,https://www.imdb.com/title/tt0317219/reviews/_ajax?ref_=undefined&paginationKey=,117,Animation
Coco,2017,PG,1h 45min,Animation; Adventure; ,22 November 2017 (USA),8.4,345200,1087,https://www.imdb.com/title/tt2380307/reviews/_ajax?ref_=undefined&paginationKey=,105,Animation
Princess Mononoke,1997,PG-13,2h 14min,Animation; Adventure; Fantasy; ,19 December 1997 (USA),8.4,326489,702,https://www.imdb.com/title/tt0119698/reviews/_ajax?ref_=undefined&paginationKey=,134,Animation
Spider-Man: Into the Spider-Verse,2018,PG,1h 57min,Animation; Action; Adventure; ,14 December 2018 (USA),8.4,326477,1810,https://www.imdb.com/title/tt4633694/reviews/_ajax?ref_=undefined&paginationKey=,117,Animation
The Lego Movie,2014,PG,1h 40min,Animation; Action; Adventure; ,7 February 2014 (USA),7.7,317860,554,https://www.imdb.com/title/tt1490017/reviews/_ajax?ref_=undefined&paginationKey=,100,Animation
Howl's Moving Castle,2004,PG,1h 59min,Animation; Adventure; ,17 June 2005 (USA),8.2,313971,435,https://www.imdb.com/title/tt0347149/reviews/_ajax?ref_=undefined&paginationKey=,119,Animation
Monsters University,2013,G,1h 44min,Animation; Adventure; Comedy; ,21 June 2013 (USA),7.3,311892,331,https://www.imdb.com/title/tt1453405/reviews/_ajax?ref_=undefined&paginationKey=,104,Animation
The Simpsons Movie,2007,PG-13,1h 27min,Animation; Adventure; Comedy; ,27 July 2007 (USA),7.3,303713,849,https://www.imdb.com/title/tt0462538/reviews/_ajax?ref_=undefined&paginationKey=,87,Animation
How to Train Your Dragon 2,2014,PG,1h 42min,Animation; Action; Adventure; ,13 June 2014 (USA),7.8,296544,404,https://www.imdb.com/title/tt1646971/reviews/_ajax?ref_=undefined&paginationKey=,102,Animation
The Nightmare Before Christmas,1993,PG,1h 16min,Animation; Fantasy; ,29 October 1993 (USA),8.0,283685,522,https://www.imdb.com/title/tt0107688/reviews/_ajax?ref_=undefined&paginationKey=,76,Animation
My Neighbor Totoro,1988,G,1h 26min,Animation; Fantasy; ,13 July 1990 (USA),8.2,273795,464,https://www.imdb.com/title/tt0096283/reviews/_ajax?ref_=undefined&paginationKey=,86,Animation
Shrek the Third,2007,PG,1h 33min,Animation; Adventure; Comedy; ,18 May 2007 (USA),6.1,272620,360,https://www.imdb.com/title/tt0413267/reviews/_ajax?ref_=undefined&paginationKey=,93,Animation
A Bug's Life,1998,G,1h 35min,Animation; Adventure; Comedy; ,25 November 1998 (USA),7.2,259956,368,https://www.imdb.com/title/tt0120623/reviews/_ajax?ref_=undefined&paginationKey=,95,Animation
Moana,2016,PG,1h 47min,Animation; Adventure; Comedy; ,23 November 2016 (USA),7.6,256243,521,https://www.imdb.com/title/tt3521164/reviews/_ajax?ref_=undefined&paginationKey=,107,Animation
Ice Age: The Meltdown,2006,PG,1h 31min,Animation; Adventure; Comedy; ,31 March 2006 (USA),6.8,249504,267,https://www.imdb.com/title/tt0438097/reviews/_ajax?ref_=undefined&paginationKey=,91,Animation
Kung Fu Panda 2,2011,PG,1h 30min,Animation; Action; Adventure; ,26 May 2011 (USA),7.2,245225,243,https://www.imdb.com/title/tt1302011/reviews/_ajax?ref_=undefined&paginationKey=,90,Animation
Mulan,1998,G,1h 28min,Animation; Adventure; ,19 June 1998 (USA),7.6,242128,312,https://www.imdb.com/title/tt0120762/reviews/_ajax?ref_=undefined&paginationKey=,88,Animation
Incredibles 2,2018,PG,1h 58min,Animation; Action; Adventure; ,15 June 2018 (USA),7.6,236249,1067,https://www.imdb.com/title/tt3606756/reviews/_ajax?ref_=undefined&paginationKey=,118,Animation
Corpse Bride,2005,PG,1h 17min,Animation; Drama; ,23 September 2005 (USA),7.3,235900,521,https://www.imdb.com/title/tt0121164/reviews/_ajax?ref_=undefined&paginationKey=,77,Animation
Finding Dory,2016,PG,1h 37min,Animation; Adventure; Comedy; ,17 June 2016 (USA),7.3,231496,427,https://www.imdb.com/title/tt2277860/reviews/_ajax?ref_=undefined&paginationKey=,97,Animation
