country,date,manufacturing pmi,services pmi,consumer confidence,interest rates,cpi yoy,core cpi,unemployment rate,gdp yoy,ticker,open,high,low,close
united states,2020-10-01,58.80,56.10,81.80,0.25%,1.20%,1.60%,6.80%,-1.10%,dxy,93.80,94.10,92.47,94.04
united states,2020-11-01,57.70,56.10,76.90,0.25%,1.20%,1.60%,6.70%,-1.10%,dxy,93.89,94.30,91.51,91.87
united states,2020-12-01,60.50,57.50,80.70,0.25%,1.40%,1.60%,6.70%,-1.10%,dxy,91.94,91.94,89.52,89.94
united states,2021-01-01,58.70,58.70,79.00,0.25%,1.40%,1.40%,6.40%,1.60%,dxy,89.93,90.95,89.21,90.58
united states,2021-02-01,60.80,56.40,76.80,0.25%,1.70%,1.30%,6.20%,1.60%,dxy,90.53,91.60,89.68,90.88
united states,2021-03-01,64.70,62.30,84.90,0.25%,2.60%,1.60%,6.10%,1.60%,dxy,90.93,93.44,90.63,93.23
united states,2021-04-01,60.70,63.00,88.30,0.25%,4.20%,3.00%,6.10%,12.00%,dxy,93.22,93.34,90.42,91.28
united states,2021-05-01,61.20,63.90,82.90,0.25%,5.00%,3.80%,5.80%,12.00%,dxy,91.30,91.44,89.54,90.03
united states,2021-06-01,60.60,61.20,85.50,0.25%,5.40%,4.50%,5.90%,12.00%,dxy,89.81,92.45,89.66,92.44
united states,2021-07-01,59.50,64.00,81.20,0.25%,5.40%,4.30%,5.40%,4.70%,dxy,92.35,93.19,91.78,92.17
united states,2021-08-01,59.90,61.70,70.30,0.25%,5.30%,4.00%,5.10%,4.70%,dxy,92.09,93.73,91.82,92.63
united states,2021-09-01,61.10,62.10,72.80,0.25%,5.40%,4.00%,4.70%,4.70%,dxy,92.66,94.50,91.95,94.23
united states,2021-10-01,60.80,66.60,71.70,0.25%,6.20%,4.60%,4.50%,5.40%,dxy,94.31,94.56,93.28,94.12
united states,2021-11-01,61.10,67.60,67.40,0.25%,6.80%,4.90%,4.10%,5.40%,dxy,94.13,96.94,93.82,95.99
united states,2021-12-01,58.80,61.70,70.60,0.25%,7.00%,5.50%,3.90%,5.40%,dxy,95.94,96.91,95.57,95.97
united states,2022-01-01,57.60,60.40,67.20,0.25%,7.50%,6.00%,4.00%,3.60%,dxy,95.67,97.44,94.63,96.54
united states,2022-02-01,58.60,57.20,62.80,0.25%,7.90%,6.40%,3.80%,3.60%,dxy,96.70,97.74,95.14,96.71
united states,2022-03-01,57.10,58.30,59.40,0.25%,8.50%,6.50%,3.60%,3.60%,dxy,96.76,99.42,96.63,98.31
united states,2022-04-01,55.40,57.50,65.20,0.50%,8.30%,6.20%,3.70%,1.90%,dxy,98.33,103.93,98.31,102.96
united states,2022-05-01,56.10,56.40,58.40,0.50%,8.60%,6.00%,3.60%,1.90%,dxy,103.21,105.00,101.30,101.75
united states,2022-06-01,53.00,56.00,50.00,1.00%,9.10%,5.90%,3.60%,1.90%,dxy,101.76,105.79,101.64,104.68
united states,2022-07-01,52.80,56.40,51.50,1.75%,8.50%,5.90%,3.50%,1.70%,dxy,104.78,109.29,104.74,105.90
united states,2022-08-01,52.80,56.10,58.20,2.50%,8.30%,6.30%,3.60%,1.70%,dxy,105.83,109.48,104.64,108.70
united states,2022-09-01,50.90,55.90,58.60,2.50%,8.20%,6.60%,3.50%,1.70%,dxy,108.84,114.78,107.68,112.12
united states,2022-10-01,50.20,54.40,59.90,3.25%,7.70%,6.30%,3.60%,0.70%,dxy,112.17,113.94,109.54,111.53
united states,2022-11-01,49.00,55.50,56.80,3.25%,7.10%,6.00%,3.60%,0.70%,dxy,111.52,113.15,105.32,105.95
united states,2022-12-01,48.40,49.20,59.70,4.00%,6.50%,5.70%,3.50%,0.70%,dxy,105.70,105.90,103.39,103.52
united states,2023-01-01,47.40,55.20,64.90,4.50%,6.40%,5.60%,3.40%,1.70%,dxy,103.66,105.63,101.50,102.10
united states,2023-02-01,47.70,55.10,67.00,4.50%,6.00%,5.50%,3.60%,1.70%,dxy,102.10,105.36,100.82,104.87
united states,2023-03-01,46.30,51.20,62.00,4.75%,5.00%,5.60%,3.50%,1.70%,dxy,105.04,105.88,101.92,102.51
united states,2023-04-01,47.10,51.90,63.50,5.00%,4.90%,5.50%,3.40%,2.40%,dxy,102.59,103.06,100.79,101.66
united states,2023-05-01,46.90,50.30,59.20,5.00%,4.00%,5.30%,3.70%,2.40%,dxy,101.67,104.70,101.03,104.33
united states,2023-06-01,46.00,53.90,63.90,5.25%,3.00%,4.80%,3.60%,2.40%,dxy,104.15,104.50,101.92,102.91
united states,2023-07-01,46.40,52.70,72.60,5.25%,3.20%,4.70%,3.50%,2.90%,dxy,102.93,103.57,99.58,101.86
united states,2023-08-01,47.60,54.50,71.20,5.50%,3.70%,4.30%,3.80%,2.90%,dxy,101.87,104.45,101.74,103.62
united states,2023-09-01,49.00,53.60,67.70,5.50%,3.70%,4.10%,3.80%,2.90%,dxy,103.62,106.84,103.27,106.22
united states,2023-10-01,46.70,51.80,63.80,5.50%,3.20%,4.00%,3.90%,3.10%,dxy,106.17,107.35,105.36,106.66
united states,2023-11-01,46.70,52.50,61.30,5.50%,3.10%,4.00%,3.70%,3.10%,dxy,106.67,107.11,102.47,103.50
united states,2023-12-01,47.40,50.50,69.70,5.50%,3.40%,3.90%,3.70%,3.10%,dxy,103.36,104.26,100.62,101.33
